#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
57,57R,<,1;2;3;4;5;6,20;19;24;23;22;21,1,30;36;42;48;54;0,30;36;42;48;54;0
58,58H,>,1;2;3;4;5;6,18;19;14;15;10;5,1,0;6;12;18;24;30,0;6;12;18;24;30
58,58R,<,1;2;3;4;5;6,5;10;15;14;19;18,1,30;36;42;48;54;0,30;36;42;48;54;0
59,59H,>,1;2;3;4;5;6,18;19;14;13;8;3,1,0;6;12;18;24;30,0;6;12;18;24;30
59,59R,<,1;2;3;4;5;6,3;8;13;14;19;18,1,30;36;42;48;54;0,30;36;42;48;54;0
60,60H,>,1;2;3;4;5;6,17;18;13;8;3;4,1,0;6;12;18;24;30,0;6;12;18;24;30
60,60R,<,1;2;3;4;5;6,4;3;8;13;18;17,1,30;36;42;48;54;0,30;36;42;48;54;0
61,61H,>,1;2;3;4;5;6,16;17;12;13;8;3,3,0;6;12;18;24;30,0;6;12;18;24;30
61,61R,<,1;2;3;4;5;6,3;8;13;12;17;16,3,30;36;42;48;54;0,30;36;42;48;54;0
62,62H,>,1;2;3;4;5;6,16;17;12;13;14;9,2,0;6;12;18;24;30,0;6;12;18;24;30
62,62R,<,1;2;3;4;5;6,9;14;13;12;17;16,2,30;36;42;48;54;0,30;36;42;48;54;0
63,63H,>,1;2;3;4;5;6,16;17;18;19;24;25,1,0;6;12;18;24;30,0;6;12;18;24;30
63,63R,<,1;2;3;4;5;6,25;24;19;18;17;16,1,30;36;42;48;54;0,30;36;42;48;54;0
64,64H,>,1;2;3;4;5;6,11;12;7;8;3;4,1,0;6;12;18;24;30,0;6;12;18;24;30
64,64R,<,1;2;3;4;5;6,4;3;8;7;12;11,1,30;36;42;48;54;0,30;36;42;48;54;0
66,66H,>,1;2;3;4;5;6,11;12;13;14;19;20,1,0;6;12;18;24;30,0;6;12;18;24;30
66,66R,<,1;2;3;4;5;6,20;19;14;13;12;11,1,30;36;42;48;54;0,30;36;42;48;54;0
67,67H,>,1;2;3;4;5;6,9;10;15;14;19;24,1,0;6;12;18;24;30,0;6;12;18;24;30
67,67R,<,1;2;3;4;5;6,24;19;14;15;10;9,1,30;36;42;48;54;0,30;36;42;48;54;0
69,69H,>,1;2;3;4;5;6,6;7;8;9;10;5,1,0;6;12;18;24;30,0;6;12;18;24;30
69,69R,<,1;2;3;4;5;6,5;10;9;8;7;6,1,30;36;42;48;54;0,30;36;42;48;54;0
73,73H,>,1;2;3;4;5;6,1;2;7;8;3;4,1,0;6;12;18;24;30,0;6;12;18;24;30
73,73R,<,1;2;3;4;5;6,4;3;8;7;2;1,1,30;36;42;48;54;0,30;36;42;48;54;0
74,74H,>,1;2;3;4;5;6,1;2;3;4;5;10,1,0;6;12;18;24;30,0;6;12;18;24;30
74,74R,<,1;2;3;4;5;6,10;5;4;3;2;1,1,30;36;42;48;54;0,30;36;42;48;54;0
79,79H,>,1;2;3;4;5,13;18;19;24;25,2,0;6;12;18;24,0;6;12;18;24
79,79R,<,1;2;3;4;5,25;24;19;18;13,2,30;36;42;48;54,30;36;42;48;54
86,86H,>,1;2;3;4;5,17;22;23;24;25,1,0;6;12;18;24,0;6;12;18;24
86,86R,<,1;2;3;4;5,25;24;23;22;17,1,30;36;42;48;54,30;36;42;48;54
87,87H,>,1;2;3;4;5,2;7;8;13;18,1,0;6;12;18;24,0;6;12;18;24
87,87R,<,1;2;3;4;5,18;13;8;7;2,1,30;36;42;48;54,30;36;42;48;54
88,88H,>,1;2;3;4;5,16;21;22;17;18,1,0;6;12;18;24,0;6;12;18;24
88,88R,<,1;2;3;4;5,18;17;22;21;16,1,30;36;42;48;54,30;36;42;48;54
90,90H,>,1;2;3;4;5,1;6;7;8;9,1,0;6;12;18;24,0;6;12;18;24
90,90R,<,1;2;3;4;5,9;8;7;6;1,1,30;36;42;48;54,30;36;42;48;54
95,95H,>,1;2;3;4;5,16;17;18;19;20,2,0;6;12;18;24,0;6;12;18;24
95,95R,<,1;2;3;4;5,20;19;18;17;16,2,30;36;42;48;54,30;36;42;48;54
105,105H,>,1;2;3;4,18;23;24;25,1,0;6;12;18,0;6;12;18
105,105R,<,1;2;3;4,25;24;23;18,1,30;36;42;48,30;36;42;48
112,112H,>,1;2;3;4,6;11;12;7,1,0;6;12;18,0;6;12;18
112,112R,<,1;2;3;4,7;12;11;6,1,30;36;42;48,30;36;42;48
122,122H,>,1;2;3;4,2;3;8;9,1,0;6;12;18,0;6;12;18
122,122R,<,1;2;3;4,9;8;3;2,1,30;36;42;48,30;36;42;48
123,123H,>,1;2;3;4,2;3;8;7,1,0;6;12;18,0;6;12;18
123,123R,<,1;2;3;4,7;8;3;2,1,30;36;42;48,30;36;42;48
124,124H,>,1;2;3;4,1;2;7;6,1,0;6;12;18,0;6;12;18
124,124R,<,1;2;3;4,6;7;2;1,1,30;36;42;48,30;36;42;48
125,125H,>,1;2;3,12;13;18,2,0;6;12,0;6;12
125,125R,<,1;2;3,18;13;12,2,30;36;42,30;36;42
126,126H,>,1;2;3,3;4;9,1,0;6;12,0;6;12
126,126R,<,1;2;3,9;4;3,1,30;36;42,30;36;42
127,127H,>,1;2;3;4;5;6;7,25;20;15;10;5;4;3,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
127,127R,<,1;2;3;4;5;6;7,3;4;5;10;15;20;25,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
133,133H,>,1;2;3;4;5;6,18;13;8;9;4;5,1,0;6;12;18;24;30,0;6;12;18;24;30
133,133R,<,1;2;3;4;5;6,5;4;9;8;13;18,1,30;36;42;48;54;0,30;36;42;48;54;0
139,139H,>,1;2;3;4;5;6,22;23;18;17;12;7,1,0;6;12;18;24;30,0;6;12;18;24;30
139,139R,<,1;2;3;4;5;6,7;12;17;18;23;22,1,30;36;42;48;54;0,30;36;42;48;54;0
141,141H,>,1;2;3;4;5;6,20;19;18;17;16;11,1,0;6;12;18;24;30,0;6;12;18;24;30
141,141R,<,1;2;3;4;5;6,11;16;17;18;19;20,1,30;36;42;48;54;0,30;36;42;48;54;0
142,142H,>,1;2;3;4;5;6,18;19;14;9;8;7,2,0;6;12;18;24;30,0;6;12;18;24;30
142,142R,<,1;2;3;4;5;6,7;8;9;14;19;18,2,30;36;42;48;54;0,30;36;42;48;54;0
143,143H,>,1;2;3;4;5;6,19;18;17;12;13;8,1,0;6;12;18;24;30,0;6;12;18;24;30
143,143R,<,1;2;3;4;5;6,8;13;12;17;18;19,1,30;36;42;48;54;0,30;36;42;48;54;0
167,167H,>,1;2;3;4;5,2;7;12;17;22,1,0;6;12;18;24,0;6;12;18;24
167,167R,<,1;2;3;4;5,22;17;12;7;2,1,30;36;42;48;54,30;36;42;48;54
168,168H,>,1;2;3;4;5,3;8;13;18;23,1,0;6;12;18;24,0;6;12;18;24
168,168R,<,1;2;3;4;5,23;18;13;8;3,1,30;36;42;48;54,30;36;42;48;54
