#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
187,187H,>,1;2;3;4;5;6,10;15;14;13;12;11,2,9;15;21;27;33;39,9;15;21;27;33;39
187,187R,<,1;2;3;4;5;6,11;12;13;14;15;10,2,9;15;21;27;33;39,9;15;21;27;33;39
189,189H,>,1;2;3;4;5;6,7;8;13;18;19;20,1,51;57;6;14;24;33,51;0;6;16;27;33
189,189R,<,1;2;3;4;5;6,20;19;18;13;8;7,1,27;33;39;45;51;57,27;33;39;45;51;57
190,190H,>,1;2;3;4;5;6,6;7;12;17;22;23,1,30;36;42;48;54;0,30;36;42;48;54;0
190,190R,<,1;2;3;4;5;6,23;22;17;12;7;6,1,0;6;12;18;24;30,0;6;12;18;24;30
191,191H,>,1;2;3;4;5;6,6;7;12;13;14;15,1,57;3;9;15;21;27,57;3;9;15;21;27
191,191R,<,1;2;3;4;5;6,15;14;13;12;7;6,1,15;21;27;33;39;45,15;21;27;33;39;45
192,192H,>,1;2;3;4;5;6,6;7;8;9;10;15,1,21;27;33;39;45;51,21;27;33;39;45;51
192,192R,<,1;2;3;4;5;6,15;10;9;8;7;6,1,54;0;6;12;18;24,54;0;6;12;18;24
196,196H,>,1;2;3;4;5;6,4;9;14;19;24;25,1,12;18;24;30;36;42,12;18;24;30;36;42
196,196R,<,1;2;3;4;5;6,25;24;19;14;9;4,1,6;12;18;24;30;36,6;12;18;24;30;36
201,201H,>,1;2;3;4;5;6,3;8;13;14;19;20,1,51;57;3;9;15;21,51;57;3;9;15;21
201,201R,<,1;2;3;4;5;6,20;19;14;13;8;3,1,9;15;21;27;33;39,9;15;21;27;33;39
203,203H,>,1;2;3;4;5;6,3;8;13;12;17;16,1,45;51;57;3;9;15,45;51;57;3;9;15
203,203R,<,1;2;3;4;5;6,16;17;12;13;8;3,1,36;42;48;54;0;6,36;42;48;54;0;6
215,215H,>,1;2;3;4;5,11;12;17;22;23,1,54;0;6;12;18,54;0;6;12;18
215,215R,<,1;2;3;4;5,23;22;17;12;11,1,0;6;12;18;24,0;6;12;18;24
220,220H,>,1;2;3;4;5,6;7;12;17;16,1,57;3;9;15;21,57;3;9;15;21
220,220R,<,1;2;3;4;5,16;17;12;7;6,1,39;45;51;57;3,39;45;51;57;3
222,222H,>,1;2;3;4;5,5;10;15;20;25,1,3;9;15;21;27,3;9;15;21;27
222,222R,<,1;2;3;4;5,25;20;15;10;5,1,18;24;30;36;42,18;24;30;36;42
227,227H,>,1;2;3;4;5,3;8;7;6;11,1,6;12;18;24;30,6;12;18;24;30
227,227R,<,1;2;3;4;5,11;6;7;8;3,1,15;21;27;33;39,15;21;27;33;39
